,real_type,real_start,real_end,read_count,var_size,type,start,end,time(s)
1800_50_4,INVERSION,798,1190,48,392,INVERSION,789,1215,1.7781810760498047
1800_55_0,INVERSION,674,1086,63,412,INVERSION,660,1109,2.4863996505737305
1800_55_1,INVERSION,737,921,55,184,TRANSLOCATION,737,0,2.119854211807251
1800_55_2,INVERSION,1053,1465,58,412,INVERSION,1002,1463,2.2242603302001953
1800_55_3,INVERSION,358,598,45,240,INVERSION,359,596,1.7770307064056396
1800_55_4,INVERSION,584,1078,61,494,INVERSION,570,1116,2.3816640377044678
1800_60_0,INVERSION,530,1029,42,499,TRANSLOCATION,1026,0,1.7146916389465332
1800_60_1,INVERSION,1163,1586,46,423,TRANSLOCATION,1129,0,1.8474745750427246
1800_60_2,INVERSION,543,655,45,112,INVERSION,516,583,1.8893029689788818
1800_60_3,INVERSION,1051,1610,46,559,TRANSLOCATION,995,0,1.8860628604888916
1800_60_4,INVERSION,531,798,55,267,INVERSION,532,857,2.2788808345794678
1800_65_0,INVERSION,603,878,48,275,INVERSION,604,876,2.0849685668945312
1800_65_1,INVERSION,699,883,41,184,INVERSION,667,723,1.793898582458496
1800_65_2,INVERSION,1009,1335,38,326,INVERSION,984,1334,1.651942491531372
1800_65_3,INVERSION,1148,1323,51,175,INVERSION,1125,1322,2.158118724822998
1800_65_4,INVERSION,466,670,54,204,INVERSION,633,502,2.3551242351531982
1800_70_0,INVERSION,1302,1632,52,330,TRANSLOCATION,1302,0,2.3624062538146973
1800_70_1,INVERSION,913,1248,65,335,INVERSION,913,1247,2.9258437156677246
1800_70_2,INVERSION,1193,1394,45,201,INVERSION,1193,1473,2.0320310592651367
1800_70_3,INVERSION,836,1195,40,359,INVERSION,796,1237,1.820300579071045
1800_70_4,INVERSION,351,642,40,291,INVERSION,295,662,1.8398711681365967
1800_75_0,INVERSION,1195,1776,42,581,TRANSLOCATION,1148,0,1.9735057353973389
1800_75_1,INVERSION,908,1212,29,304,INVERSION,908,1211,1.411482334136963
1800_75_2,INVERSION,956,1530,39,574,TRANSLOCATION,899,0,1.8366503715515137
1800_75_3,INVERSION,1056,1423,41,367,INVERSION,1057,1421,1.966672658920288
1800_75_4,INVERSION,1126,1692,47,566,TRANSLOCATION,1055,0,2.248875379562378
1900_30_0,INVERSION,1728,1987,101,259,TRANSLOCATION,1729,0,2.999891757965088
1900_30_1,INVERSION,1572,2166,86,594,TANDEM,1900,1900,2.557053565979004
1900_30_2,INVERSION,563,1151,100,588,TRANSLOCATION,563,0,3.018139362335205
1900_30_3,INVERSION,553,861,128,308,INVERSION,553,860,3.8966128826141357
1900_30_4,INVERSION,546,779,103,233,INVERSION,546,778,3.113513946533203
1900_35_0,INVERSION,1652,1766,86,114,TRANSLOCATION,1643,0,2.7052156925201416
1900_35_1,INVERSION,724,802,90,78,INVERSION,724,832,2.91145658493042
1900_35_2,INVERSION,1356,1622,115,266,INVERSION,1352,1621,3.673340320587158
1900_35_3,INVERSION,508,691,98,183,INVERSION,470,722,3.2096974849700928
1900_35_4,INVERSION,720,1316,100,596,TANDEM,1315,720,3.222628116607666
1900_40_0,INVERSION,1339,1736,98,397,TRANSLOCATION,1339,0,3.406050443649292
1900_40_1,INVERSION,555,659,76,104,INVERSION,555,583,2.6965787410736084
1900_40_2,INVERSION,991,1213,72,222,TRANSLOCATION,991,0,2.4838356971740723
1900_40_3,INVERSION,345,806,69,461,TRANSLOCATION,347,0,2.4405386447906494
1900_40_4,INVERSION,1239,1778,70,539,TRANSLOCATION,1239,0,2.4748542308807373
1900_45_0,INVERSION,764,1238,66,474,INVERSION,721,1287,2.4565064907073975
1900_45_1,INVERSION,1102,1475,72,373,INVERSION,1062,1488,2.6732585430145264
1900_45_2,INVERSION,675,1176,79,501,INVERSION,678,1172,2.9618709087371826
1900_45_3,INVERSION,878,1241,78,363,INVERSION,840,1259,2.889941453933716
1900_45_4,INVERSION,542,1125,79,583,INVERSION,516,1124,2.938913583755493
1900_50_0,INVERSION,566,944,74,378,INVERSION,514,943,2.9757015705108643
1900_50_1,INVERSION,1080,1693,64,613,TRANSLOCATION,1037,0,2.5782155990600586
1900_50_2,INVERSION,931,1346,50,415,INVERSION,932,1343,1.992548942565918
1900_50_3,INVERSION,629,881,72,252,INVERSION,616,887,2.8690314292907715
1900_50_4,INVERSION,851,1006,54,155,INVERSION,851,1030,2.144118070602417
1900_55_0,INVERSION,1060,1635,78,575,TRANSLOCATION,991,0,3.249579906463623
1900_55_1,INVERSION,629,1240,55,611,INVERSION,625,1238,2.357558250427246
1900_55_2,INVERSION,307,865,78,558,INVERSION,307,863,3.4302144050598145
1900_55_3,INVERSION,1310,1437,50,127,INVERSION,1310,1341,2.109956979751587
1900_55_4,INVERSION,470,786,61,316,INVERSION,428,784,2.581861734390259
1900_60_0,INVERSION,1103,1573,54,470,INVERSION,1103,1590,2.4443185329437256
1900_60_1,INVERSION,461,800,43,339,INVERSION,412,798,1.9478306770324707
1900_60_2,INVERSION,743,1132,46,389,INVERSION,743,1131,2.0537829399108887
1900_60_3,INVERSION,527,1091,39,564,INVERSION,445,1157,1.756244421005249
1900_60_4,INVERSION,995,1541,55,546,INVERSION,967,1594,2.473217487335205
1900_65_0,INVERSION,1352,1708,42,356,TRANSLOCATION,1352,0,1.9428009986877441
1900_65_1,INVERSION,616,919,43,303,INVERSION,602,973,2.0542564392089844
1900_65_2,INVERSION,821,1116,38,295,INVERSION,821,1115,1.787950038909912
1900_65_3,INVERSION,542,1048,39,506,INVERSION,542,1047,1.8778300285339355
1900_65_4,INVERSION,1260,1656,43,396,TRANSLOCATION,1260,0,2.00528883934021
1900_70_0,INVERSION,1075,1224,37,149,INVERSION,1046,1104,1.8562994003295898
1900_70_1,INVERSION,546,978,42,432,INVERSION,546,1044,2.08697247505188
1900_70_2,INVERSION,537,1048,39,511,TRANSLOCATION,436,0,1.9570677280426025
1900_70_3,INVERSION,1292,1576,45,284,TRANSLOCATION,1292,0,2.2109413146972656
1900_70_4,INVERSION,1164,1682,43,518,TRANSLOCATION,1144,0,2.124091625213623
1900_75_0,INVERSION,414,659,34,245,INVERSION,360,744,1.7771868705749512
1900_75_1,INVERSION,919,1163,40,244,INVERSION,919,972,2.108351469039917
1900_75_2,INVERSION,450,748,39,298,TRANSLOCATION,350,0,2.0752429962158203
1900_75_3,INVERSION,977,1513,34,536,TRANSLOCATION,977,0,1.763979196548462
1900_75_4,INVERSION,1336,1774,36,438,TRANSLOCATION,1284,0,1.8662991523742676
