,real_type,real_start,real_end,read_count,var_size,type,start,end,time(s)
1700_45_3,TRANSLOCATION,1321,0,72,379,TRANSLOCATION,1321,0,2.237326384
1700_45_4,TRANSLOCATION,1262,0,77,438,TRANSLOCATION,1220,0,2.423363686
1700_50_0,TRANSLOCATION,1320,0,51,380,TRANSLOCATION,1320,0,1.69506979
1700_50_1,TRANSLOCATION,1541,0,53,159,TRANSLOCATION,1541,0,1.751713276
1700_50_2,TRANSLOCATION,1456,0,54,244,TRANSLOCATION,1456,0,1.752238035
1700_50_3,TRANSLOCATION,1186,0,83,514,TRANSLOCATION,1151,0,2.739578962
1700_50_4,TRANSLOCATION,1359,0,56,341,TRANSLOCATION,1359,0,1.825346708
1700_55_0,TRANSLOCATION,1327,0,46,373,TRANSLOCATION,1327,0,1.608142376
1700_55_1,TRANSLOCATION,1167,0,57,533,TRANSLOCATION,1120,0,2.02606988
1700_55_2,TRANSLOCATION,1304,0,52,396,TRANSLOCATION,1305,0,1.799463511
1700_55_3,TRANSLOCATION,1439,0,59,261,TRANSLOCATION,1441,0,2.036683559
1700_55_4,TRANSLOCATION,1299,0,72,401,TRANSLOCATION,1299,0,2.483197927
1700_60_0,TRANSLOCATION,1383,0,59,317,TRANSLOCATION,1360,0,2.158631325
1700_60_1,TRANSLOCATION,1447,0,41,253,TRANSLOCATION,1449,0,1.499343157
1700_60_2,TRANSLOCATION,1418,0,63,282,TRANSLOCATION,1418,0,2.31284976
1700_60_3,TRANSLOCATION,1311,0,51,389,TRANSLOCATION,1311,0,1.899759531
1700_60_4,TRANSLOCATION,1298,0,49,402,TRANSLOCATION,1298,0,1.768959284
1700_65_0,TRANSLOCATION,1461,0,51,239,TRANSLOCATION,1461,0,1.9351542
1700_65_1,TRANSLOCATION,1299,0,40,401,TRANSLOCATION,1300,0,1.55190444
1700_65_2,TRANSLOCATION,1423,0,49,277,TRANSLOCATION,1423,0,1.878792524
1700_65_3,TRANSLOCATION,1271,0,50,429,TRANSLOCATION,1222,0,1.939407349
1700_65_4,TRANSLOCATION,1359,0,53,341,TRANSLOCATION,1347,0,2.032698631
1700_70_0,TRANSLOCATION,1363,0,31,337,TRANSLOCATION,1363,0,1.258384466
1700_70_1,TRANSLOCATION,1134,0,46,566,TRANSLOCATION,1134,0,1.901828289
1700_70_2,TRANSLOCATION,1145,0,56,555,TRANSLOCATION,1145,0,2.304239988
1700_70_3,TRANSLOCATION,1474,0,34,226,TANDEM,1700,1700,1.410755157
1700_70_4,TRANSLOCATION,1189,0,38,511,TRANSLOCATION,1189,0,1.60533309
1700_75_0,TRANSLOCATION,1303,0,33,397,TRANSLOCATION,1303,0,1.454757929
1700_75_1,TRANSLOCATION,1529,0,31,171,TRANSLOCATION,1496,0,1.326455355
1700_75_2,TRANSLOCATION,1385,0,47,315,TRANSLOCATION,1386,0,1.945578575
1700_75_3,TRANSLOCATION,1311,0,37,389,TRANSLOCATION,1246,0,1.535194874
1700_75_4,TRANSLOCATION,1499,0,44,201,TRANSLOCATION,1439,0,1.811990976
1800_30_0,TRANSLOCATION,1494,0,96,306,TRANSLOCATION,1464,0,2.578799248
1800_30_1,TRANSLOCATION,1440,0,89,360,TRANSLOCATION,1440,0,2.403940201
1800_30_2,TRANSLOCATION,1438,0,133,362,TANDEM,1800,1800,3.645393372
1800_30_3,TRANSLOCATION,1594,0,106,206,TRANSLOCATION,1595,0,2.878584623
1800_30_4,TRANSLOCATION,1240,0,179,560,TRANSLOCATION,1214,0,4.977731228
1800_35_0,TRANSLOCATION,1635,0,123,165,TRANSLOCATION,1635,0,3.537729979
1800_35_1,TRANSLOCATION,1203,0,96,597,TRANSLOCATION,1203,0,2.907926798
1800_35_2,TRANSLOCATION,1306,0,129,494,TRANSLOCATION,1275,0,3.901556253
1800_35_3,TRANSLOCATION,1375,0,110,425,TRANSLOCATION,1375,0,3.304379225
1800_35_4,TRANSLOCATION,1266,0,85,534,TRANSLOCATION,1245,0,2.510806084
1800_40_0,TRANSLOCATION,1345,0,97,455,TRANSLOCATION,1297,0,3.069357872
1800_40_1,TRANSLOCATION,1355,0,75,445,TRANSLOCATION,1321,0,2.44316268
1800_40_2,TRANSLOCATION,1682,0,71,118,TRANSLOCATION,1684,0,2.243365049
1800_40_3,TRANSLOCATION,1606,0,88,194,TRANSLOCATION,1588,0,2.756169081
1800_40_4,TRANSLOCATION,1626,0,82,174,TRANSLOCATION,1583,0,2.530473709
1800_45_0,TRANSLOCATION,1460,0,89,340,TRANSLOCATION,1391,0,3.10371685
1800_45_1,TRANSLOCATION,1371,0,69,429,TRANSLOCATION,1371,0,2.427023649
1800_45_2,TRANSLOCATION,1201,0,64,599,TRANSLOCATION,1203,0,2.223711014
1800_45_3,TRANSLOCATION,1504,0,70,296,TRANSLOCATION,1492,0,2.369365931
1800_45_4,TRANSLOCATION,1430,0,78,370,TRANSLOCATION,1387,0,2.646468401
1800_50_0,TRANSLOCATION,1287,0,73,513,TRANSLOCATION,1255,0,2.673726559
1800_50_1,TRANSLOCATION,1480,0,48,320,TRANSLOCATION,1454,0,1.710468531
1800_50_2,TRANSLOCATION,1360,0,72,440,TRANSLOCATION,1360,0,2.581931829
1800_50_3,TRANSLOCATION,1357,0,55,443,TRANSLOCATION,1359,0,1.992476225
1800_50_4,TRANSLOCATION,1644,0,73,156,TRANSLOCATION,1637,0,2.627647638
1800_55_0,TRANSLOCATION,1369,0,63,431,TRANSLOCATION,1350,0,2.496072531
1800_55_1,TRANSLOCATION,1537,0,65,263,TRANSLOCATION,1491,0,2.50022459
1800_55_2,TRANSLOCATION,1204,0,78,596,TRANSLOCATION,1205,0,2.998641491
1800_55_3,TRANSLOCATION,1413,0,47,387,TRANSLOCATION,1413,0,1.786321878
1800_55_4,TRANSLOCATION,1568,0,52,232,TRANSLOCATION,1568,0,1.981895447
1800_60_0,TRANSLOCATION,1327,0,43,473,TRANSLOCATION,1327,0,1.751621485
1800_60_1,TRANSLOCATION,1389,0,42,411,TANDEM,1800,1800,1.686148643
1800_60_2,TRANSLOCATION,1612,0,55,188,TRANSLOCATION,1558,0,2.183008909
1800_60_3,TRANSLOCATION,1592,0,46,208,TRANSLOCATION,1551,0,1.8373034
1800_60_4,TRANSLOCATION,1606,0,48,194,TRANSLOCATION,1607,0,1.902045965
1800_65_0,TRANSLOCATION,1290,0,54,510,TRANSLOCATION,1236,0,2.305804253
1800_65_1,TRANSLOCATION,1261,0,44,539,TRANSLOCATION,1180,0,1.865147829
1800_65_2,TRANSLOCATION,1211,0,39,589,TANDEM,1800,1800,1.665512562
1800_65_3,TRANSLOCATION,1650,0,43,150,TRANSLOCATION,1577,0,1.765367508
1800_65_4,TRANSLOCATION,1613,0,50,187,TRANSLOCATION,1613,0,2.077432632
1800_70_0,TRANSLOCATION,1569,0,38,231,TRANSLOCATION,1505,0,1.687461615
1800_70_1,TRANSLOCATION,1301,0,37,499,TRANSLOCATION,1239,0,1.654410362
1800_70_2,TRANSLOCATION,1257,0,48,543,TRANSLOCATION,1243,0,2.147091389
1800_70_3,TRANSLOCATION,1316,0,60,484,TRANSLOCATION,1316,0,2.779588699
1800_70_4,TRANSLOCATION,1607,0,45,193,TRANSLOCATION,1605,0,2.036131859
1800_75_0,TRANSLOCATION,1285,0,30,515,TRANSLOCATION,1286,0,1.452891827
1800_75_1,TRANSLOCATION,1572,0,52,228,TRANSLOCATION,1488,0,2.408699036
1800_75_2,TRANSLOCATION,1623,0,31,177,TRANSLOCATION,1623,0,1.417179823
1800_75_3,TRANSLOCATION,1399,0,32,401,TRANSLOCATION,1333,0,1.494634628
1800_75_4,TRANSLOCATION,1640,0,42,160,TRANSLOCATION,1640,0,1.925261497
1900_30_0,TRANSLOCATION,1562,0,108,338,TRANSLOCATION,1562,0,3.171590328
1900_30_1,TRANSLOCATION,1578,0,112,322,TRANSLOCATION,1579,0,3.257374525
1900_30_2,TRANSLOCATION,1371,0,93,529,TRANSLOCATION,1328,0,2.844633341
1900_30_3,TRANSLOCATION,1688,0,121,212,TRANSLOCATION,1680,0,3.520795345
1900_30_4,TRANSLOCATION,1423,0,145,477,TRANSLOCATION,1420,0,4.322086096
1900_35_0,TRANSLOCATION,1756,0,96,144,TRANSLOCATION,1757,0,3.053889751
1900_35_1,TRANSLOCATION,1387,0,108,513,TRANSLOCATION,1387,0,3.526643038
1900_35_2,TRANSLOCATION,1625,0,122,275,TRANSLOCATION,1625,0,3.844468117
1900_35_3,TRANSLOCATION,1532,0,88,368,TRANSLOCATION,1535,0,2.825000763
1900_35_4,TRANSLOCATION,1699,0,73,201,TRANSLOCATION,1694,0,2.291965961
1900_40_0,TRANSLOCATION,1592,0,120,308,TRANSLOCATION,1556,0,4.063197613
1900_40_1,TRANSLOCATION,1339,0,99,561,TRANSLOCATION,1339,0,3.482091904
1900_40_2,TRANSLOCATION,1541,0,93,359,TRANSLOCATION,1520,0,3.204396963
1900_40_3,TRANSLOCATION,1682,0,98,218,TRANSLOCATION,1644,0,3.354855776
1900_40_4,TRANSLOCATION,1451,0,79,449,TRANSLOCATION,1451,0,2.850902319
1900_45_0,TRANSLOCATION,1516,0,62,384,TRANSLOCATION,1516,0,2.388364077
1900_45_1,TRANSLOCATION,1536,0,79,364,TRANSLOCATION,1536,0,2.924663782
1900_45_2,TRANSLOCATION,1697,0,97,203,TRANSLOCATION,1697,0,3.496829748
1900_45_3,TRANSLOCATION,1519,0,61,381,TRANSLOCATION,1487,0,2.259335995
1900_45_4,TRANSLOCATION,1499,0,75,401,TRANSLOCATION,1477,0,2.72789669
1900_50_0,TRANSLOCATION,1365,0,67,535,TRANSLOCATION,1365,0,2.691120863
1900_50_1,TRANSLOCATION,1588,0,58,312,TRANSLOCATION,1589,0,2.255994797
1900_50_2,TRANSLOCATION,1657,0,64,243,TRANSLOCATION,1655,0,2.517847538
1900_50_3,TRANSLOCATION,1526,0,54,374,TRANSLOCATION,1526,0,2.107099295
1900_50_4,TRANSLOCATION,1547,0,65,353,TRANSLOCATION,1547,0,2.525405169
1900_55_0,TRANSLOCATION,1363,0,46,537,TRANSLOCATION,1342,0,1.957148314
1900_55_1,TRANSLOCATION,1329,0,51,571,TRANSLOCATION,1330,0,2.152040482
1900_55_2,TRANSLOCATION,1463,0,64,437,TRANSLOCATION,1458,0,2.63466239
1900_55_3,TRANSLOCATION,1609,0,58,291,TRANSLOCATION,1585,0,2.392808914
1900_55_4,TRANSLOCATION,1649,0,77,251,TRANSLOCATION,1602,0,3.155690193
1900_60_0,TRANSLOCATION,1395,0,44,505,TRANSLOCATION,1335,0,1.975529194
1900_60_1,TRANSLOCATION,1540,0,51,360,TRANSLOCATION,1505,0,2.261600256
1900_60_2,TRANSLOCATION,1633,0,63,267,TRANSLOCATION,1633,0,2.746652365
1900_60_3,TRANSLOCATION,1648,0,68,252,TRANSLOCATION,1649,0,2.917786598
1900_60_4,TRANSLOCATION,1341,0,44,559,TRANSLOCATION,1342,0,1.975112677
1900_65_0,TRANSLOCATION,1683,0,36,217,TRANSLOCATION,1684,0,1.626893759
1900_65_1,TRANSLOCATION,1666,0,39,234,TRANSLOCATION,1666,0,1.782090425
1900_65_2,TRANSLOCATION,1285,0,57,615,TRANSLOCATION,1194,0,2.682994843
1900_65_3,TRANSLOCATION,1324,0,38,576,TRANSLOCATION,1298,0,1.822941542
1900_65_4,TRANSLOCATION,1367,0,47,533,TRANSLOCATION,1280,0,2.271879673
1900_70_0,TRANSLOCATION,1289,0,53,611,TRANSLOCATION,1289,0,2.719144583
1900_70_1,TRANSLOCATION,1284,0,32,616,TRANSLOCATION,1284,0,1.625241518
1900_70_2,TRANSLOCATION,1550,0,32,350,TRANSLOCATION,1489,0,1.55699873
1900_70_3,TRANSLOCATION,1692,0,53,208,TRANSLOCATION,1669,0,2.554282665
1900_70_4,TRANSLOCATION,1371,0,36,529,TRANSLOCATION,1368,0,1.756257057
1900_75_0,TRANSLOCATION,1542,0,39,358,TRANSLOCATION,1492,0,1.941061258
1900_75_1,TRANSLOCATION,1550,0,34,350,TRANSLOCATION,1550,0,1.70284009
1900_75_2,TRANSLOCATION,1746,0,40,154,TRANSLOCATION,1746,0,2.027406454
1900_75_3,TRANSLOCATION,1577,0,30,323,TRANSLOCATION,1470,0,1.505246162
1900_75_4,TRANSLOCATION,1558,0,46,342,TRANSLOCATION,1464,0,2.322375059
