,real_type,real_start,real_end,read_count,var_size,type,start,end,time(s)
1900_50_2,DELETION,480,581,61,101,DELETION,480,580,2.4546127319335938
1900_50_3,DELETION,1266,1515,67,249,DELETION,1266,1514,2.549023151397705
1900_50_4,DELETION,625,1125,34,500,TRANSLOCATION,1124,0,1.3497669696807861
1900_55_0,DELETION,1223,1350,42,127,TRANSLOCATION,1349,0,1.7258543968200684
1900_55_1,DELETION,840,1161,54,321,DELETION,834,1160,2.234405040740967
1900_55_2,DELETION,396,893,38,497,TRANSLOCATION,890,0,1.6755733489990234
1900_55_3,DELETION,1051,1357,46,306,DELETION,1036,1382,1.83778977394104
1900_55_4,DELETION,978,1131,48,153,DELETION,951,1150,2.109020233154297
1900_60_0,DELETION,1326,1476,41,150,DELETION,1259,1475,1.7528717517852783
1900_60_1,DELETION,844,1083,38,239,DELETION,754,1121,1.7209763526916504
1900_60_2,DELETION,1134,1460,42,326,DELETION,1129,1514,1.7927520275115967
1900_60_3,DELETION,1162,1552,46,390,DELETION,1108,1551,1.9688513278961182
1900_60_4,DELETION,740,1246,34,506,DELETION,740,1279,1.5020265579223633
1900_65_0,DELETION,955,1246,33,291,DELETION,910,1245,1.5003058910369873
1900_65_1,DELETION,864,1111,39,247,DELETION,854,1109,1.7968764305114746
1900_65_2,DELETION,348,868,40,520,DELETION,348,871,1.9920761585235596
1900_65_3,DELETION,1135,1548,35,413,DELETION,1104,1547,1.548339605331421
1900_65_4,DELETION,948,1257,37,309,DELETION,945,1256,1.738163948059082
1900_70_0,DELETION,853,1422,31,569,DELETION,788,1421,1.479569911956787
1900_70_1,DELETION,515,879,32,364,DELETION,451,959,1.6302826404571533
1900_70_2,DELETION,964,1315,33,351,DELETION,911,1314,1.6016592979431152
1900_70_3,DELETION,692,1041,26,349,DELETION,623,1085,1.2812931537628174
1900_70_4,DELETION,996,1138,43,142,DELETION,996,1157,2.086883306503296
1900_75_0,DELETION,1176,1448,39,272,DELETION,1094,1490,1.9301173686981201
1900_75_1,DELETION,793,1173,29,380,DELETION,712,1244,1.4746043682098389
1900_75_2,DELETION,391,560,32,169,TRANSLOCATION,624,0,1.6653380393981934
1900_75_3,DELETION,664,1076,31,412,DELETION,664,1081,1.6196587085723877
1900_75_4,DELETION,870,1226,37,356,DELETION,810,1285,1.8594074249267578
